00_glossary.msbt
01_msg_with_voice.msbt
mng_cmn_go	GO!
bds001_st1_140	OK! Now then, where's the {c[ffdc0f]}first  Star{c[ffffff]} you'll be\r\nheading for?
bds001_st1_141	There it is! {c[ffdc0f]}Land here{c[ffffff]} and get the  Star!
bds001_st1_142	If both players land on this space, you can\r\n{c[ffdc0f]}get two  Stars{c[ffffff]}!
bds001_st1_143	Hang on! Before you set off, show me some of\r\nthat {c[ffdc0f]}teamwork in action{c[ffffff]}!
bds001_st1_144	{c[ffdc0f]}Nice! Thumbs-up from me!{c[ffffff]}
bds001_st1_145	{c[ffdc0f]} Coins, items, and love are shared between\r\nteammates{c[ffffff]}. (I hope!) Teamwork is the key to\r\nsuccess.
bds001_st1_146	OK! Let's start with {c[ffdc0f]}the team that's up first{c[ffffff]}!
bds001_st1_000	Welcome, {c[ffdc0f]}adventurers{c[ffffff]}! The time has come at last\r\nfor your first foray.
bds001_st1_001	This IS your first time, right?
bds001_st1_001_a	Yes
bds001_st1_001_b	No
bds001_st1_010	These are {c[ffdc0f]}ancient ruins{c[ffffff]}, shrouded in mystery.\r\nWhat purpose did they once serve?
bds001_st1_011	I don't know what's worse, the hair-raising {c[ffdc0f]}traps{c[ffffff]}...
bds001_st1_012	or the giant {c[ffdc0f]}Whomps{c[ffffff]} blocking your path!
bds001_st1_013	{c[ffdc0f]}No entry{c[ffffff]}! Nobody gets past here! Nothin' doin'!
bds001_st1_014	Unless you're willing to cough up a {c[ffdc0f]} coin{c[ffffff]} or two.
bds001_st1_015	Yikes! The {c[ffdc0f]}terrors never end{c[ffffff]} here!
bds001_st1_016	This is shaping up to be one {c[ffdc0f]}tough adventure{c[ffffff]}.
bds001_st1_020	By the way... Do you need to hear the \r\n{c[ffdc0f]}rules to this adventure{c[ffffff]}?
bds001_st1_021	Listen to the rules?
bds001_st1_021_a	Listen
bds001_st1_021_b	Move on
bds001_st1_030	Roll the {c[ffdc0f]}dice {c[ffffff]}and move ahead.
bds001_st1_031	Land on special spaces to {c[ffdc0f]}collect  coins{c[ffffff]}.
bds001_st1_032	Watch out for {c[ffdc0f]}Red Spaces{c[ffffff]}!
bds001_st1_033	If you can win the minigames, you'll get lots of {c[ffdc0f]} coins{c[ffffff]}!
bds001_st1_034	But there's more to it than that!
bds001_st1_035	Having a lot of {c[ffdc0f]} coins{c[ffffff]} is nice,\r\nbut it's not enough to win.
bds001_st1_036	The real measure of victory is {c[ffdc0f]} Stars{c[ffffff]}!\r\nWhoever has the most Stars at the end wins.
bds001_st1_037	Even if you have 100 {c[ffdc0f]} coins{c[ffffff]}, you could still\r\nbe in trouble if you only have one {c[ffdc0f]} Star{c[ffffff]}.
bds001_st1_038	It's just like they say: {c[ffdc0f]} Stars{c[ffffff]} make the\r\nworld go 'round!
bds001_st1_050	OK! Then let's roll {c[ffdc0f]}dice{c[ffffff]} to find out the turn order!
bds001_st1_051	First, {c[ffdc0f]}[n0]{c[ffffff]}.
bds001_st1_052	Second, {c[ffdc0f]}[n1]{c[ffffff]}.
bds001_st1_053	Third, {c[ffdc0f]}[n2]{c[ffffff]}.
bds001_st1_054	And fourth, {c[ffdc0f]}[n3]{c[ffffff]}.
bds001_st1_060	Here are five {c[ffdc0f]} coins{c[ffffff]} as a present!
bds001_st1_070	OK! Remember, {c[ffdc0f]} Stars{c[ffffff]} are the keys to victory.\r\nWhere's our first one?
bds001_st1_071	There it is! A shiny {c[ffdc0f]} Star{c[ffffff]}, waiting just for you!
bds001_st1_072	Collect {c[ffdc0f]} coins{c[ffffff]} while making your way here!
bds001_st1_080	Who can collect the most {c[ffdc0f]} Stars{c[ffffff]} by the end?
bds001_st1_081	The adventure is on!
bds001_turn_00	Turn [0]
bds001_turn_03	Final turn!
bds001_turn_06	[0] turns left
bds001_turn2_name	[n0]
bds001_turn2_dice	[0]
bds001_friend_00	{c[ffdc0f]}[n0]{c[ffffff]} has joined the adventure!\r\nGo through their space to befriend them!
bds001_st1_txt_00	This way to the Star!
bds001_st1_txt_00_2	Now's your chance\r\nfor a Star!
bds001_st1_txt_01	Flutter's Shop
bds001_st1_txt_02	Ruin Depths
bds001_st1_txt_03	Koopa Paratroopa Taxi
bds001_st1_txt_04	Domino Ruins
bds001_st1_txt_05	To Lakitu
bds001_st1_txt_06	Here Be a VS Space
bds001_st1_txt_07	Beware of\r\nBad Luck Spaces!
bds001_st1_txt_08	Slight Shortcut
bds001_st1_txt_09	Coins This Way
bds001_st1_txt_12	Stay off of the\r\nExtra Bad Luck Space!
bds001_st1_txt_10	Whomp Toll: [0]  coins
bds001_st1_txt_11	Landed on the same space!
bds001_kamek_00	Keeheehee! Let's give this adventure some spice!
bds001_kamek_01	I've hidden some {c[ff1e1e]}Bad Luck Spaces{c[ffffff]} on this stage!
bds001_kamek_02	What do they do?\r\nYou'll find out when you land on one!
bds001_rstsp_00	Heads up! Just three turns left!\r\nLet's see how things stand...
bds001_rstsp_01_00	In first place, {c[ffdc0f]}Team [n0]{c[ffffff]}!
bds001_rstsp_01_01	In second place, {c[ffdc0f]}Team [n1]{c[ffffff]}!
bds001_rstsp_01_02	Wow! Both teams are tied!
bds001_rstsp_01_a	{c[ffdc0f]}Team [n0]{c[ffffff]} has played pefectly so far!
bds001_rstsp_01_b	{c[ffdc0f]}Team [n0]{c[ffffff]} is winning! They're on\r\nfire today! Keep it up!
bds001_rstsp_01_c	{c[ffdc0f]}Team [n0]{c[ffffff]} is very strong.\r\nIts players are a perfect team!
bds001_rstsp_01_d	It looks like {c[ffdc0f]}Team [n1]\r\n{c[ffffff]}is struggling, but there's life in them yet!
bds001_rstsp_01_e	{c[ffdc0f]}Team [n1]{c[ffffff]} is having some trouble.\r\nTheir teamwork could use, well, work.
bds001_rstsp_01_f	It's a dead heat! Neither team can afford to let up!
bds001_rstsp_01_g	How great is this matchup? It's so good that\r\nwe'd love to see either team win!
bds001_rstsp_02_00	In first place, {c[ffdc0f]}[n0]{c[ffffff]}!
bds001_rstsp_02_01	In second place, {c[ffdc0f]}[n0]{c[ffffff]}!
bds001_rstsp_02_02	In third place, {c[ffdc0f]}[n0]{c[ffffff]}!
bds001_rstsp_02_03	In fourth place, {c[ffdc0f]}[n0]{c[ffffff]}!
bds001_rstsp_02_04	In first place, {c[ffdc0f]}[n0]{c[ffffff]} and {c[ffdc0f]}[n1]{c[ffffff]}!
bds001_rstsp_02_05	In second place, {c[ffdc0f]}[n0]{c[ffffff]} and {c[ffdc0f]}[n1]{c[ffffff]}!
bds001_rstsp_02_06	In third place, {c[ffdc0f]}[n0]{c[ffffff]} and {c[ffdc0f]}[n1]{c[ffffff]}!
bds001_rstsp_02_07	In first place, {c[ffdc0f]}[n0]{c[ffffff]}, {c[ffdc0f]}[n1]{c[ffffff]}...
bds001_rstsp_02_09b	and, of course, {c[ffdc0f]}[n2]{c[ffffff]}!
bds001_rstsp_02_08	In second place, {c[ffdc0f]}[n0]{c[ffffff]}, {c[ffdc0f]}[n1]{c[ffffff]}...
bds001_rstsp_02_09	and, of course, {c[ffdc0f]}[n2]{c[ffffff]}!
bds001_rstsp_02_10	Whoa! Everyone's in first place!\r\nWh-what an incredible match!
bds001_rstsp_03	What a nail-biter! No one can afford to give\r\neven an inch!
bds001_rstsp_03b	Gosh! The heat is really on now!
bds001_rstsp_03c	We're right down to the wire and it's still\r\nanybody's game!
bds001_rstsp_04	Which team will win in the end?\r\nLet's hear from our guest expert!
bds001_rstsp_04_b	Which contestant will win in the end?\r\nLet's hear from our guest expert!
bds001_rstsp_05	Bring the expert on! Let's give 'em a big hand,\r\neverybody!
bds001_rstsp_06_00_a	Well, hello, everyone! {c[ffdc0f]}Lakitu {c[ffffff]}here!
bds001_rstsp_06_00_a2	It's me, {c[ffdc0f]}Lakitu{c[ffffff]}. Hi.
bds001_rstsp_06_00_b	I'm certain {c[ffdc0f]}Team [n0]{c[ffffff]} will win.\r\nI'd estimate it to be a 70%...no, 80% chance!
bds001_rstsp_06_00_c	{c[ffdc0f]}Team [n0]{c[ffffff]} will come from behind\r\nto win. I'm reasonably, probably certain of it.
bds001_rstsp_07_j_00	I'm certain {c[ffdc0f]}[n0]{c[ffffff]} will win.\r\nI'd estimate it to be a 70%...no, 80% chance!
bds001_rstsp_07_j_00_kp	I'm certain {c[ffdc0f]}[n0]{c[ffffff]} will win.\r\nI'd estimate it to be a 75%...no, 85% chance!
bds001_rstsp_07_j_00b	{c[ffdc0f]}[n0]{c[ffffff]} will come from behind\r\nto win. I'm reasonably, probably certain of it.
bds001_rstsp_07_j_00b_kp	{c[ffdc0f]}[n0]{c[ffffff]} will come from behind\r\nto win. I'm as certain as any good minion could be.
bds001_rstsp_06_01_a	I can't see {c[ffdc0f]}Team [n0]{c[ffffff]} not winning.\r\nThey have the scent of victory on them.
bds001_rstsp_06_01_b	{c[ffdc0f]}Team [n0]{c[ffffff]} will obviously win.\r\nTheir confidence speaks for itself.
bds001_rstsp_06_01_c	I think {c[ffdc0f]}Team [n0]{c[ffffff]} will end up winning.\r\nI have nothing to back that up—it's just a hunch.
bds001_rstsp_07_b_00	I can't see {c[ffdc0f]}[n0]{c[ffffff]} not winning.\r\nThey have the scent of victory on them.
bds001_rstsp_07_b_00_kp	I can't see{c[ffffff]} {c[ffffff]}{c[ffdc0f]}{c[ffffff]}Lord{c[ffdc0f]} [n0]{c[ffffff]} not winning!\r\nEveryone knows he HATES to lose!
bds001_rstsp_07_b_00b	I'm calling it—{c[ffdc0f]}[n0]{c[ffffff]} is going to win.\r\nIf they don't, I'll...do a handstand!
bds001_rstsp_07_b_00b_kp	I'm calling it—{c[ffdc0f]}{c[ffffff]}Lord {c[ffdc0f]}[n0]{c[ffffff]} is going to win.\r\nIf he doesn't, I'll...do a handstand!
bds001_rstsp_07_b_00c	I think {c[ffdc0f]}[n0]{c[ffffff]} will end up winning.\r\nI have nothing to back that up—it's just a hunch.
bds001_rstsp_07_b_00c_kp	I think {c[ffffff]}Lord {c[ffffff]}{c[ffdc0f]}[n0]{c[ffffff]} will end up winning.\r\nI have nothing to back that up, apart from loyalty.
bds001_rstsp_08	There you have it, folks! For that, we present\r\n{c[ffdc0f]}Team [n0]{c[ffffff]} with {c[ffdc0f]}[0]{c[ffffff]}!
bds001_rstsp_09	There you have it, folks! For that, we present\r\n{c[ffdc0f]}[n0]{c[ffffff]} with {c[ffdc0f]}[0]{c[ffffff]}!
bds001_rstsp_10	We're entering the homestretch now!
bds001_rstsp_12	And look at that! The number of {c[ffdc0f]} Stars{c[ffffff]} you can\r\nget at once has doubled!
bds001_rstsp_11	Even better, you'll now get [0] {c[ffdc0f]} coins{c[ffffff]} from {c[1eaafa]}Blue Spaces{c[ffffff]}!
bds001_rstsp_11_00	On the other hand...you'll now also lose [0] {c[ffdc0f]} coins{c[ffffff]} on\r\n{c[ff1e1e]}Red Spaces{c[ffffff]}, so be careful!
bds001_rstsp_11_01	Wow! Now you can get up to three {c[ffdc0f]} Stars{c[ffffff]}!
bds001_rstsp_13	This is your chance to turn the tide!
bds001_rstsp_13b	If you work together, you can use this chance\r\nto really turn the tide!
bds001_rstsp_14_00_a	What's the matter? You don't seem very enthused.
bds001_rstsp_14_00_b	Perhaps you'd like me to spice things up for you!\r\nKeeheehee!
bds001_rstsp_14_01_a	Ta-daaaa! What's wrong? Too spicy for you?\r\nWell, this is just the way I like it!
bds001_rstsp_14_01_b	BAM! Now we're talking! Games are no fun\r\nwithout a little suspense in the mix!
bds001_rstsp_15	Uh-oh! {c[ffdc0f]}Kamek {c[ffffff]}has sorceled up the\r\n{c[ff1e1e]}Bad Luck Spaces{c[ffffff]}!
bds001_rstsp_16	That {c[ff1e1e]}Extra Bad Luck Space{c[ffffff]} is dangerous!\r\nDo whatever it takes not to land there!
bds001_rstsp_16b	That {c[ff1e1e]}Extra Bad Luck Space{c[ffffff]} is dangerous!\r\nDo whatever it takes not to land there!
bds001_rstsp_17	Like it or not, we're down to the last three turns!\r\nDon't hold anything back!
bds001_rstsp_18	We're down to the last three turns! Check in\r\nwith your teammate and don't hold back!
bds001_rstms_00	Here it is. The last turn. Don't give up, even if you're behind!
bds001_rstms_01	There's always the {c[ffdc0f]}bonus  Stars{c[ffffff]} after this turn.\r\nYou might get enough to turn the tide!
bds001_rstms_02	This is it! The last turn! If you've fallen behind, now's the time\r\nto make your move!
bds001_rstms_03	Use your {c[ffdc0f]}items{c[ffffff]}, collect {c[ffdc0f]} coins{c[ffffff]}, and hope to get enough\r\n{c[ffdc0f]}bonus  Stars{c[ffffff]} to turn the tide!
bds001_rstms_05	Even now, you can't give up, {c[ffdc0f]}Team [n0]{c[ffffff]}!
bds001_rstms_06	Collect enough {c[ffdc0f]} coins{c[ffffff]}, find enough {c[ffdc0f]}hidden blocks{c[ffffff]},\r\nand you could still pull through!
bds001_rstms_07	All is not yet lost, {c[ffdc0f]}Team [n0]{c[ffffff]}!
bds001_rstms_08	Stop at nothing to win! {c[ffdc0f]}Stomp your rivals{c[ffffff]}! Use your {c[ffdc0f]}items{c[ffffff]}!\r\nDo whatever it takes!
bds001_wipe_00	Team [n0]
bds001_f	Up First
bds001_s	Up Second
bds001_wipe_01	[n0], start!
bds001_bt_05	Dice Block
bds001_bt_07	Items
bds001_bt_04	Board
bds001_bt_08	[0]
bds001_turn01	Turn [0]{c[8c8c8c]}/[1]{c[ffffff]}
bds001_until_00	[0] to 
bds001_until_03	? to the 
bds001_db_pc	[0]
bds001_itmsg_06	Change number
bds001_repdigit_te	Matching Bonus!
bds001_ms_ite_00	You can use the {c[ffdc0f]}item {c[ffffff]}you just got!
bds001_ms_ite_01	You can use the {c[ffdc0f]}item {c[ffffff]}that you just got.\r\nTalk with your partner about when to use it!
bds001_ms_ite_02	Why don't you try using it now?
bds001_ms_sp_01	You can use other {c[ffdc0f]}dice {c[ffffff]}now!
bds001_ms_fst_00	Oh yeah, you can press left and right on  to use other {c[ffdc0f]}dice{c[ffffff]}!
bds001_ctrl10	Sometimes you can turn the tide with a hidden block on a seemingly empty space.
bds001_ctrl11	Protect Domino Ruins\r\nA Dangerous Path
bds001_zoom_00	 Zoom In
bds001_zoom_01	 Zoom Out
bds001_ctrl09	 Back
bds001_ctrl02	 Retry
bds001_ctrl03	 Map
bds001_map_hints_00	Time for some Toad Tips!\r\nThese will help you {c[ffdc0f]}navigate the ruins{c[ffffff]}.
bds001_map_hints_01	The {c[1eaafa]}blue route{c[ffffff]} is good for collecting {c[ffdc0f]} coins{c[ffffff]}.
bds001_map_hints_02	Once you have a good amount of {c[ffdc0f]} coins{c[ffffff]},\r\ntravel the {c[ff1e1e]}red route{c[ffffff]} to {c[ffdc0f]}get  Stars{c[ffffff]}.
bds001_map_hintsbt	Get a Toad Tip
bds001_map_hints_04	Time for a Toad Tip!
bds001_map_hints_05	Some spaces that seem empty at first glance\r\nactually have a {c[ffdc0f]}hidden block{c[ffffff]}!
bds001_map_hints_06	The secret to finding them is to {c[ffdc0f]}stop where you feel\r\na rumble{c[ffffff]}. Remembering that could come in handy!
bds001_trout_n00	Item Space
bds001_trout_n01	Star Space
bds001_trout_n02	Toadette
bds001_trout_n03	VS Space
bds001_trout_n04	Lucky Space
bds001_trout_n05	Event Space
bds001_trout_n06	Blue Space
bds001_trout_n07	Red Space
bds001_trout_n08	Bad Luck Space
bds001_trout_n09	Extra Bad Luck Space
bds001_trout_n10	Ally Space
bds001_trout_n11	Star
bds001_trout_n12	Item Shop
bds001_trout_n13	Koopa Paratroopa
bds001_trout_n14	Lakitu
bds001_trout_n15	Treasure Key
bds001_trout_n16	Treasure Chest
bds001_trout_n17	Whomp
bds001_trout_n18	Red Coin
bds001_trout_n30	Cracked Platform
bds001_trout_n31	Trap Zone
bds001_trout_n32	Whomp Platform
bds001_trout_n33	Fallen Whomp
bds001_trout_n34	Ruins Bridge
bds001_trout_n35	Mossy Whomp
bds001_trout_n36	Whomp Crowd
bds001_trout_n37	Heroic Whomp
bds001_trout_n38	Jungle Plants
bds001_trout_n39	[n0]
bds001_trout_n40	Starting Space
bds001_trout_mes_00	Pick up helpful items.\r\nIt never hurts to land here!
bds001_trout_mes_01	Exchange 10  coins for a  Star.
bds001_trout_mes_01_00	Exchange 20  coins for a  Star.
bds001_trout_mes_01_01	Exchange 10  coins for a  Star.\r\nAct now, and you can do it twice!
bds001_trout_mes_01_02	Exchange 20  coins for a  Star.\r\nAct now, and you can do it twice!
bds001_trout_mes_01_03	Exchange [0]  coins for a  Star.
bds001_trout_mes_01_04	Exchange [0]  coins for a  Star.\r\nAct now, and you can do it three times!
bds001_trout_mes_02	In charge of  Star Spaces. She's always\r\nscouting out new places to put them.
bds001_trout_mes_03	Everyone wagers  coins before\r\nfacing off in a VS minigame!
bds001_trout_mes_04	Spin the roulette wheel for\r\na chance at items or  coins!
bds001_trout_mes_05_01	You might get the Whomp to move!
bds001_trout_mes_15	Used to open treasure chests.
bds001_trout_mes_16_00	If you're lucky, you'll have a\r\ntreasure key when you get here!
bds001_trout_mes_16_01	Someone's opened this one already.
bds001_trout_mes_05_00	If you land here with a treasure key,\r\nyou can get a  Star!
bds001_trout_mes_17	Charges a [0]  coin toll to pass.\r\nYou can't pass him from behind.
bds001_trout_mes_18	Worth 5  coins.
bds001_trout_mes_30	This floor is cracked from a Whomp's\r\nmovements, preventing you from landing here.
bds001_trout_mes_31	If you land here, there's a 10% chance\r\nthat you'll set off a trap.
bds001_trout_mes_32_00	Once a Whomp, now a platform.\r\nCan't climb up onto it from the left.
bds001_trout_mes_32_01	Once a Whomp, now a platform.\r\nCan't climb up onto it from the right.
bds001_trout_mes_33	Years may have passed\r\nsince it fell from its perch.
bds001_trout_mes_34	Only the victor may return home\r\ntriumphantly over it.
bds001_trout_mes_35	Guarded a space nobody wanted to\r\npass through for far, far too long.
bds001_trout_mes_36	They were relaxing together in a hot spring \r\nwhen the earth's crust shifted inconveniently.
bds001_trout_mes_37	The legends say that it once vanquished\r\na giant, adventurer-eating plant.
bds001_trout_mes_38	A huge plant that thrives in jungle climates.
bds001_trout_mes_40	The starting point of your adventure.\r\nNothing happens if you land here.
bds001_trout_mes_06	Get [0]  coins.
bds001_trout_mes_07	Lose [0]  coins.
bds001_trout_mes_08	Depending on where the wheel stops,\r\nyou might lose an item or  coins.
bds001_trout_mes_09	Depending on where the wheel stops,\r\nyou might lose  coins or  Stars.
bds001_trout_mes_10	Calls one new ally to join you!
bds001_trout_mes_10b	You already have all the allies anyone needs!
bds001_trout_mes_10c	No allies are available to call on at the moment.
bds001_trout_mes_12	Buy items with  coins.
bds001_trout_mes_12b	Buy items with  coins.\r\nCurrently out of stock.
bds001_trout_mes_13	He'll carry you to a rival's space for [0]  coins.
bds001_trout_mes_14	He'll steal  coins or  Stars from a rival\r\nfor you.
bds001_trout_mes_05_02	Get  coins or items from a treasure chest.
bds001_trout_mes_05_02b	All the treasure chests are open already!
bds001_trout_mes_05_03	Landing here could set off a terrifying trap.\r\nOr not, but do you really want to risk it?
bds001_trout_mes_17b	The only way to pass this living barrier\r\nis to hand over [0]  coins.
bds001_itmname	[0]
bds001_itmtxt00	+3 to Dice Roll
bds001_itmtxt01	+5 to Dice Roll
bds001_itmtxt02	-2 to rival's Dice Roll
bds001_itmtxt03	Steal 5 to 10  coins from rivals.
bds001_itmtxt04	Steal 8 to 18  coins from rivals.
bds001_itmtxt05	Warp close to a  Star.
bds001_itmtxt06	Warp close to a teammate.
bds001_itmtxt07	Allows you to get more  Stars than usual.\r\nOnly usable on a Star Space.
bds001_itmtxt08	Choose a rival to duel. The winner\r\ngets the loser's ally.
bds001_itmtxt12	Call on an ally.
bds001_itmtxt13	Gain 1  coin each time you move.\r\nCan't use this while Peepa is in the way.
bds001_itmtxt14	Call a Fly Guy to steal an item from a rival.
bds001_itmtxt15	Call a Peepa to take 1  coin from a rival\r\neach time they move.
bds001_itmtxt17	If you're lucky, you might get a  Star!
bds001_itmtxt18	Roll whatever number you want from 1 to 6.\r\nStops allies from rolling dice.
bds001_itmtxt19	Opens a treasure chest.
bds001_itmtxt20	A useful tool for sticking fruit.
bds001_itmtxt21	Use this to mine for gold.
bds001_itmtxt22	Opens a door.
bds001_itmtxt23	Grants one spin of the capsule machine.
bds001_trout_mes_39_01	Mario Dice Block\r\n1・3・3・3・5・6
bds001_trout_mes_39_02	Luigi Dice Block\r\n1・1・1・5・6・7
bds001_trout_mes_39_03	Peach Dice Block\r\n0・2・4・4・4・6
bds001_trout_mes_39_04	Daisy Dice Block\r\n3・3・3・3・4・4
bds001_trout_mes_39_05	Wario Dice Block\r\n-2 ・-2 ・6・6・6・6
bds001_trout_mes_39_06	Waluigi Dice Block\r\n-3 ・1・3・5・5・7
bds001_trout_mes_39_07	Yoshi Dice Block\r\n0・1・3・3・5・7
bds001_trout_mes_39_10	Diddy Kong Dice Block\r\n+2 ・0・0・7・7・7
bds001_trout_mes_39_11	Rosalina Dice Block\r\n+2 ・+2 ・2・3・4・8
bds001_trout_mes_39_12	Donkey Kong Dice Block\r\n+5 ・0・0・0・10・10
bds001_trout_mes_39_50	Bowser Dice Block\r\n-3 ・-3 ・1・8・9・10
bds001_trout_mes_39_51	Goomba Dice Block\r\n+2 ・+2 ・3・4・5・6
bds001_trout_mes_39_52	Shy Guy Dice Block\r\n0・4・4・4・4・4
bds001_trout_mes_39_53	Koopa Troopa Dice Block\r\n1・1・2・3・3・10
bds001_trout_mes_39_54	Monty Mole Dice Block\r\n+1 ・2・3・4・5・6
bds001_trout_mes_39_55	Dry Bones Dice Block\r\n1・1・1・6・6・6
bds001_trout_mes_39_56	Bowser Jr. Dice Block\r\n1・1・1・4・4・9
bds001_trout_mes_39_58	Boo Dice Block\r\n-2 ・-2 ・5・5・7・7
bds001_trout_mes_39_59	Hammer Bro Dice Block\r\n+3 ・1・1・5・5・5
bds001_trout_mes_39_60	Pom Pom Dice Block\r\n0・3・3・3・3・8
bds001_itmsg_02	Who will you use it on?
bds001_itmsg_04	Random
bds001_itmsg_05	?
bds001_duel_ms00	This is the {c[ffdc0f]}Dueling Glove{c[ffffff]}! Using it starts\r\na duel where you bet your allies!
bds001_duel_ms01	Uh, hmm... I don't see any allies\r\nwith you, {c[ffdc0f]}[n0]{c[ffffff]}.
bds001_duel_ms02	Why don't you take these {c[ffdc0f]} coins{c[ffffff]} as a present instead?
bds001_duel_ms03	The duel was a draw, so no allies switched sides.
bds001_duel_mg_01	Press the buttons in order!
bds001_duel_mg_02	Stop with [0] seconds!
bds001_duel_mg_04	Choose the high card!
bds001_duel_time	[0].[1]
bds001_duel_mg_03	 Stop
bds001_yokodori_00	Choose an ally to steal.
bds001_put_00	Choose an ally to leave behind.
bds001_yokodori_name	[n0]
bds001_ctrl12	Go here?
